[0mroot [8] g4->ApplyCommand("/control/execute materialScan.mac"[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[0m[38;5;83m[1m([0m"/control/execute materialScan.mac"[0m[38;5;83m[1m)
[0m/control/execute materialScan.mac
# Include default setup
#/control/execute jleic.mac
#Theta range: bins, start, span
/control/matScan/theta 1 0 0
#Phi range: bins, start, span
#/control/matScan/phi 1000 163 34
/control/matScan/phi 3600 0 360
#Start scan
/control/matScan/scan

         Theta(deg)    Phi(deg)  Length(mm)          x0     lambda0

                  0     170.547        5000   0.0305846   0.0142323
                  0     170.647        5000   0.0295926   0.0137606
                  0     170.747        5000    0.030201   0.0140493
                  0     170.847        5000   0.0275498   0.0127694
                  0     170.947        5000    0.031347   0.0146675
                  0     171.048        5000   0.0314025    0.014606
                  0     171.148        5000   0.0317462   0.0147696
                  0     171.248        5000   0.0303953   0.0141457
                  0     171.348        5000    0.030791   0.0143607
                  0     171.448        5000    0.031985   0.0147401
                  0     171.548        5000    0.029285   0.0134407
                  0     171.648        5000   0.0292889   0.0134423
                  0     171.748        5000   0.0290281   0.0133029
                  0     171.848        5000     0.03102   0.0141066
                  0     171.948        5000   0.0310245   0.0141084
                  0     172.048        5000   0.0310291   0.0141103
                  0     172.148        5000   0.0292933   0.0134445
                  0     172.248        5000   0.0305256   0.0140235
                  0     172.348        5000   0.0305304   0.0140256
                  0     172.448        5000   0.0325412   0.0149972
                  0     172.548        5000   0.0333791     0.01541
                  0     172.648        5000   0.0317885   0.0146167
                  0     172.748        5000   0.0327406   0.0151234
                  0     172.848        5000   0.0314044    0.014411
                  0     172.948        5000   0.0299577   0.0137181
                  0     173.048        5000    0.030549   0.0139554
                  0     173.148        5000   0.0321866   0.0147453
                  0     173.248        5000   0.0320575   0.0146982
                  0     173.348        5000   0.0293677   0.0134036
                  0     173.448        5000   0.0293059   0.0133702
                  0     173.548        5000   0.0293102    0.013372
                  0     173.648        5000   0.0311228   0.0140673
                  0     173.748        5000   0.0318533   0.0144127
                  0     173.848        5000   0.0316381   0.0143509
                  0     173.948        5000    0.030191   0.0138213
                  0     174.048        5000    0.030425    0.013932
                  0     174.148        5000   0.0305508   0.0139878
                  0     174.248        5000   0.0316651   0.0146616
                  0     174.348        5000   0.0322685   0.0149457
                  0     174.448        5000   0.0298075   0.0137601
                  0     174.548        5000   0.0305965   0.0142539
                  0     174.649        5000   0.0323492   0.0150617
                  0     174.749        5000   0.0333781   0.0155737
                  0     174.849        5000   0.0359954   0.0168334
                  0     174.949        5000   0.0334205   0.0156172
                  0     175.049        5000   0.0342291   0.0160427
                  0     175.149        5000   0.0299273   0.0138905
                  0     175.249        5000   0.0298836   0.0138695
                  0     175.349        5000   0.0312731   0.0146132
                  0     175.449        5000   0.0343783   0.0158634
                  0     175.549        5000   0.0313567   0.0144108
                  0     175.649        5000   0.0312269   0.0143488
                  0     175.749        5000   0.0293272   0.0136051
                  0     175.849        5000   0.0297213   0.0137487
                  0     175.949        5000   0.0294791   0.0136338
                  0     176.049        5000   0.0318716   0.0148259
                  0     176.149        5000   0.0307794   0.0143237
                  0     176.249        5000   0.0270398   0.0125053
                  0     176.349        5000   0.0296158   0.0138255
                  0     176.449        5000   0.0327094   0.0152282
                  0     176.549        5000   0.0299753   0.0139126
                  0     176.649        5000   0.0300972   0.0140129
                  0     176.749        5000   0.0287015   0.0133036
                  0     176.849        5000   0.0308598    0.014351
                  0     176.949        5000   0.0288856   0.0133902
                  0     177.049        5000   0.0313252   0.0145652
                  0     177.149        5000   0.0319083    0.014842
                  0     177.249        5000   0.0328218   0.0150995
                  0     177.349        5000   0.0329358   0.0151536
                  0     177.449        5000    0.033204   0.0152939
                  0     177.549        5000   0.0336853   0.0156562
                  0     177.649        5000   0.0335887   0.0156101
                  0     177.749        5000   0.0334129   0.0155262
                  0     177.849        5000   0.0340204   0.0158409
                  0     177.949        5000   0.0340858    0.015872
                  0     178.049        5000   0.0308835   0.0143387
                  0     178.149        5000   0.0308289    0.014365
                  0      178.25        5000   0.0288936   0.0134126
                  0      178.35        5000   0.0276375    0.012822
                  0      178.45        5000   0.0276417   0.0128239
                  0      178.55        5000   0.0294481   0.0136991
                  0      178.65        5000   0.0303155   0.0141104
                  0      178.75        5000   0.0276545   0.0128296
                  0      178.85        5000   0.0282112   0.0131258
                  0      178.95        5000   0.0286206   0.0133435
                  0      179.05        5000    0.030623   0.0141528
                  0      179.15        5000    0.031966   0.0147902
                  0      179.25        5000   0.0320155    0.014816
                  0      179.35        5000   0.0305725   0.0143062
                  0      179.45        5000   0.0300109   0.0140849
                  0      179.55        5000   0.0298559   0.0140019
                  0      179.65        5000   0.0312105   0.0146193
                  0      179.75        5000   0.0308771   0.0144156
                  0      179.85        5000   0.0275766   0.0127864
                  0      179.95        5000   0.0287717   0.0134227
                  0      180.05        5000   0.0268582   0.0124028
                  0      180.15        5000   0.0268606   0.0124037
                  0      180.25        5000    0.026863   0.0124046
                  0      180.35        5000   0.0286928   0.0132906
                  0      180.45        5000   0.0295233   0.0136843
                  0      180.55        5000   0.0268705   0.0124073
                  0      180.65        5000   0.0268731   0.0124082
                  0      180.75        5000   0.0281184   0.0129936
                  0      180.85        5000   0.0299118   0.0136915
                  0      180.95        5000   0.0299164   0.0136934
                  0      181.05        5000   0.0293261   0.0134566
                  0      181.15        5000   0.0275899   0.0127906
                  0      181.25        5000   0.0275936   0.0127922
                  0      181.35        5000   0.0304928   0.0141861
                  0      181.45        5000   0.0297081   0.0138128
                  0      181.55        5000   0.0299682   0.0139271
                  0      181.65        5000    0.027542    0.012763
                  0      181.75        5000   0.0287879   0.0134263
                  0     181.851        5000   0.0274817     0.01273
                  0     181.951        5000   0.0290588   0.0134973
                  0     182.051        5000   0.0312538   0.0145316
                  0     182.151        5000   0.0305734   0.0142087
                  0     182.251        5000   0.0325987   0.0151638
                  0     182.351        5000   0.0299581   0.0138926
                  0     182.451        5000   0.0312058   0.0144792
                  0     182.551        5000   0.0312112   0.0144815
                  0     182.651        5000   0.0330067   0.0151803
                  0     182.751        5000   0.0324805   0.0149287
                  0     182.851        5000   0.0325996   0.0150229
                  0     182.951        5000   0.0313006   0.0145644
                  0     183.051        5000   0.0315953   0.0147044
                  0     183.151        5000   0.0316029   0.0146973
                  0     183.251        5000   0.0327606   0.0152807
                  0     183.351        5000   0.0331744   0.0154771
                  0     183.451        5000   0.0306308    0.014252
                  0     183.551        5000    0.031744   0.0148513
                  0     183.651        5000   0.0320337   0.0148926
                  0     183.751        5000   0.0322941   0.0150165
                  0     183.851        5000   0.0315604   0.0146679
                  0     183.951        5000   0.0311222   0.0145028
                  0     184.051        5000   0.0335552   0.0156235
                  0     184.151        5000   0.0314611   0.0146125
                  0     184.251        5000   0.0313335   0.0145514
                  0     184.351        5000   0.0304015   0.0141866
                  0     184.451        5000   0.0287652    0.013151
                  0     184.551        5000   0.0287697   0.0131528
                  0     184.651        5000   0.0317624   0.0145912
                  0     184.751        5000   0.0276819   0.0128317
                  0     184.851        5000   0.0300196   0.0140767
                  0     184.951        5000   0.0269795   0.0124564
                  0     185.051        5000    0.029128   0.0134933
                  0     185.151        5000   0.0294796   0.0136599
                  0     185.251        5000   0.0296605   0.0137458
                  0     185.351        5000    0.031942   0.0149548
                  0     185.452        5000   0.0313658   0.0145693
                  0     185.552        5000   0.0318914   0.0148179
                  0     185.652        5000   0.0314855   0.0146238
                  0     185.752        5000   0.0324971   0.0150987
                  0     185.852        5000   0.0327942    0.015205
                  0     185.952        5000   0.0310485   0.0144241
                  0     186.052        5000   0.0325153   0.0151162
                  0     186.152        5000   0.0329106   0.0153042
                  0     186.252        5000   0.0373787   0.0172993
                  0     186.352        5000   0.0332212   0.0153185
                  0     186.452        5000   0.0335433   0.0152814
                  0     186.552        5000   0.0329722   0.0151588
                  0     186.652        5000   0.0329584   0.0151519
                  0     186.752        5000   0.0329253   0.0151358
                  0     186.852        5000   0.0358998   0.0165969
                  0     186.952        5000   0.0377948   0.0174699
                  0     187.052        5000   0.0325014   0.0149218
                  0     187.152        5000    0.033569   0.0154973
                  0     187.252        5000   0.0327419   0.0149881
                  0     187.352        5000   0.0325993   0.0149241
                  0     187.452        5000   0.0323613    0.014811
                  0     187.552        5000   0.0339788    0.015597
                  0     187.652        5000   0.0332683   0.0152853
                  0     187.752        5000   0.0296338   0.0135319
                  0     187.852        5000   0.0309878   0.0141887
                  0     187.952        5000   0.0320065   0.0146618
                  0     188.052        5000   0.0312128   0.0141141
                  0     188.152        5000   0.0311526   0.0140813
                  0     188.252        5000   0.0305569   0.0138424
                  0     188.352        5000   0.0288219   0.0131769
                  0     188.452        5000   0.0288269   0.0131789
                  0     188.552        5000   0.0318341   0.0146242
                  0     188.652        5000   0.0310185   0.0142359
                  0     188.752        5000   0.0313089   0.0143735
                  0     188.852        5000   0.0287812   0.0131522
                  0     188.952        5000   0.0312018   0.0143635
                  0     189.053        5000   0.0324282   0.0148906
                  0     189.153        5000    0.032852    0.015086
                  0     189.253        5000   0.0298717    0.013852
                  0     189.353        5000   0.0308426   0.0143288
                  0     189.453        5000   0.0296083   0.0137251
                  0     189.553        5000   0.0300189   0.0139204
                  0     189.653        5000   0.0270135   0.0124754
                  0     189.753        5000   0.0293148   0.0137011
                  0     189.853        5000   0.0305532   0.0141032
                  0     189.953        5000   0.0291845   0.0133734
                  0     190.053        5000   0.0291462   0.0133525
                  0     190.153        5000   0.0298858    0.013879
                  0     190.253        5000   0.0285336   0.0132033
                  0     190.353        5000   0.0268256   0.0123742
                  0     190.453        5000   0.0286348    0.013227
                  0     190.553        5000   0.0291539   0.0134884
                  0     190.653        5000   0.0276864   0.0127537
                  0     190.753        5000   0.0288448   0.0133703
                  0     190.853        5000   0.0276288   0.0127219
                  0     190.953        5000   0.0284131   0.0131588
                  0     191.053        5000   0.0303357   0.0140245
                  0     191.153        5000   0.0352368   0.0163862
                  0     191.253        5000   0.0341995   0.0158974
                  0     191.353        5000   0.0291954   0.0135153
                  0     191.453        5000   0.0286225   0.0132494
                  0     191.553        5000   0.0286271   0.0132513
                  0     191.653        5000   0.0304217   0.0139498
                  0     191.753        5000   0.0305159   0.0139993
                  0     191.853        5000   0.0335764   0.0155079
                  0     191.953        5000   0.0296754   0.0137914
                  0     192.053        5000   0.0301031   0.0139941
                  0     192.153        5000   0.0303915    0.014131
                  0     192.253        5000   0.0346278   0.0161107
                  0     192.353        5000   0.0349624   0.0162695
                  0     192.453        5000   0.0327723   0.0152246
                  0     192.553        5000   0.0326898   0.0152604
                  0     192.654        5000   0.0353443   0.0163029
                  0     192.754        5000   0.0359431   0.0165962
                  0     192.854        5000   0.0378936   0.0175299
                  0     192.954        5000    0.035107   0.0162226
                  0     193.054        5000   0.0347412   0.0160686
                  0     193.154        5000   0.0296958   0.0135653
                  0     193.254        5000   0.0287825   0.0131573
                  0     193.354        5000   0.0302242    0.013925
                  0     193.454        5000   0.0334766   0.0152461
                  0     193.554        5000   0.0306535   0.0138954
                  0     193.654        5000    0.030524   0.0138258
                  0     193.754        5000   0.0285906   0.0130547
                  0     193.854        5000   0.0298378    0.013641
                  0     193.954        5000    0.029843   0.0136433
                  0     194.054        5000   0.0345566   0.0159151
                  0     194.154        5000    0.034278   0.0158042
                  0     194.254        5000   0.0317066   0.0145658
                  0     194.354        5000   0.0335845    0.015559
                  0     194.454        5000   0.0356559   0.0165155
                  0     194.554        5000   0.0330646   0.0152797
                  0     194.654        5000   0.0336851   0.0156485
                  0     194.754        5000   0.0324367   0.0149998
                  0     194.854        5000   0.0328894   0.0152081
                  0     194.954        5000   0.0287102   0.0131127
                  0     195.054        5000   0.0309312   0.0141839
                  0     195.154        5000     0.03082   0.0141308
                  0     195.254        5000   0.0305111   0.0138134
                  0     195.354        5000   0.0306957   0.0139111
                  0     195.454        5000   0.0308534   0.0139945
                  0     195.554        5000    0.031418   0.0143992
                  0     195.654        5000   0.0315114   0.0144484
                  0     195.754        5000   0.0312704   0.0143194
                  0     195.854        5000   0.0329321   0.0151689
                  0     195.954        5000   0.0345091   0.0159378
                  0     196.054        5000   0.0334089    0.015395
                  0     196.154        5000   0.0347963   0.0161172
                  0     196.255        5000   0.0332776   0.0153282
                  0     196.355        5000   0.0305037   0.0140297
                  0     196.455        5000   0.0293851   0.0134681
                  0     196.555        5000   0.0314208   0.0144514
                  0     196.655        5000   0.0319505   0.0147025
                  0     196.755        5000   0.0293984   0.0134734
                  0     196.855        5000   0.0294029   0.0134752
                  0     196.955        5000   0.0294074    0.013477
                  0     197.055        5000   0.0312021   0.0141754
                  0     197.155        5000   0.0351591   0.0160789
                  0     197.255        5000   0.0366886   0.0167859
                  0     197.355        5000   0.0341309   0.0156988
                  0     197.455        5000   0.0303768   0.0141703
                  0     197.555        5000   0.0289075   0.0134197
                  0     197.655        5000   0.0311479   0.0144991
                  0     197.755        5000   0.0354456   0.0165797
                  0     197.855        5000   0.0323068   0.0151325
                  0     197.955        5000   0.0335482   0.0157685
                  0     198.055        5000   0.0311973   0.0144994
                  0     198.155        5000    0.031059    0.014415
                  0     198.255        5000   0.0302924   0.0140797
                  0     198.355        5000   0.0348659   0.0162629
                  0     198.455        5000   0.0324309    0.015089
                  0     198.555        5000   0.0297684   0.0138073
                  0     198.655        5000   0.0295647   0.0137101
                  0     198.755        5000   0.0304952   0.0141459
                  0     198.855        5000    0.033276   0.0153329
                  0     198.955        5000     0.03409   0.0157532
                  0     199.055        5000    0.034849   0.0161207
                  0     199.155        5000   0.0329218   0.0153641
                  0     199.255        5000   0.0298904   0.0138731
                  0     199.355        5000   0.0318577   0.0148247
                  0     199.455        5000   0.0293515   0.0136165
                  0     199.555        5000   0.0299871    0.013949
                  0     199.655        5000   0.0270087    0.012483
                  0     199.755        5000   0.0285839   0.0133219
                  0     199.856        5000   0.0280782   0.0130521
                  0     199.956        5000   0.0285585   0.0132165
                  0     200.056        5000     0.03031   0.0140417
                  0     200.156        5000   0.0296024   0.0136827
                  0     200.256        5000   0.0300662   0.0139027
                  0     200.356        5000    0.027606   0.0127213
                  0     200.456        5000   0.0287839   0.0132708
                  0     200.556        5000   0.0287882   0.0132726
                  0     200.656        5000   0.0305826    0.013971
                  0     200.756        5000   0.0302176   0.0138543
                  0     200.856        5000   0.0293979   0.0134961
                  0     200.956        5000   0.0312521   0.0145719
                  0     201.056        5000   0.0325811   0.0152001
                  0     201.156        5000   0.0306788   0.0142802
                  0     201.256        5000   0.0327465   0.0152863
                  0     201.356        5000    0.031321    0.014631
                  0     201.456        5000   0.0293373   0.0134699
                  0     201.556        5000     0.03016   0.0139078
                  0     201.656        5000   0.0345577   0.0159677
                  0     201.756        5000    0.032089   0.0147783
                  0     201.856        5000   0.0317828   0.0146322
                  0     201.956        5000   0.0318064   0.0146579
                  0     202.056        5000   0.0324658   0.0149274
                  0     202.156        5000   0.0299869   0.0137353
                  0     202.256        5000   0.0311836   0.0142952
                  0     202.356        5000   0.0320214   0.0148195
                  0     202.456        5000   0.0323232   0.0147225
                  0     202.556        5000   0.0325467    0.014841
                  0     202.656        5000   0.0352907   0.0161487
                  0     202.756        5000   0.0308277   0.0141836
                  0     202.856        5000   0.0320275   0.0148223
                  0     202.956        5000   0.0305444   0.0140316
                  0     203.056        5000   0.0328657   0.0151505
                  0     203.156        5000   0.0325359   0.0149722
                  0     203.256        5000    0.031934   0.0147065
                  0     203.356        5000   0.0316568   0.0146341
                  0     203.457        5000    0.031915   0.0146933
                  0     203.557        5000   0.0320874   0.0147752
                  0     203.657        5000   0.0317301   0.0146093
                  0     203.757        5000   0.0327983   0.0150662
                  0     203.857        5000   0.0335693   0.0154289
                  0     203.957        5000   0.0307537   0.0141178
                  0     204.057        5000    0.033483   0.0154304
                  0     204.157        5000   0.0340171    0.015676
                  0     204.257        5000   0.0376667    0.017484
                  0     204.357        5000    0.034144   0.0158062
                  0     204.457        5000   0.0322143   0.0148602
                  0     204.557        5000   0.0317205   0.0147747
                  0     204.657        5000   0.0317835   0.0148046
                  0     204.757        5000   0.0323996   0.0151303
                  0     204.857        5000   0.0368774   0.0173372
                  0     204.957        5000   0.0367408   0.0171885
                  0     205.057        5000   0.0317886   0.0148029
                  0     205.157        5000   0.0325277   0.0151981
                  0     205.257        5000   0.0314551    0.014629
                  0     205.357        5000   0.0316357     0.01473
                  0     205.457        5000   0.0315518   0.0146899
                  0     205.557        5000   0.0335758   0.0156677
                  0     205.657        5000   0.0326211   0.0152236
                  0     205.757        5000   0.0299642   0.0139449
                  0     205.857        5000    0.031538   0.0147098
                  0     205.957        5000   0.0334508   0.0156371
                  0     206.057        5000   0.0337279   0.0155973
                  0     206.157        5000    0.036217   0.0168132
                  0     206.257        5000   0.0349862   0.0161894
                  0     206.357        5000    0.031373   0.0146541
                  0     206.457        5000   0.0285559   0.0132941
                  0     206.557        5000   0.0306431   0.0142684
                  0     206.657        5000   0.0299852    0.013955
                  0     206.757        5000    0.029965   0.0139454
                  0     206.857        5000   0.0303992   0.0142385
                  0     206.957        5000   0.0311034   0.0144926
                  0     207.058        5000   0.0305247   0.0141595
                  0     207.158        5000   0.0314615   0.0146423
                  0     207.258        5000   0.0310461   0.0144115
                  0     207.358        5000   0.0333021   0.0154997
                  0     207.458        5000   0.0336705   0.0156746
                  0     207.558        5000   0.0341548    0.015905
                  0     207.658        5000   0.0308545   0.0143085
                  0     207.758        5000   0.0313342   0.0145744
                  0     207.858        5000   0.0332439   0.0152811
                  0     207.958        5000   0.0342999   0.0157922
                  0     208.058        5000   0.0340184   0.0156792
                  0     208.158        5000    0.032511    0.015092
                  0     208.258        5000   0.0284229    0.013182
                  0     208.358        5000   0.0270597   0.0125136
                  0     208.458        5000   0.0294262   0.0136541
                  0     208.558        5000   0.0296365   0.0137689
                  0     208.658        5000    0.028316   0.0131041
                  0     208.758        5000   0.0292212    0.013586
                  0     208.858        5000   0.0279091   0.0129616
                  0     208.958        5000   0.0280567   0.0130431
                  0     209.058        5000   0.0294884   0.0137283
                  0     209.158        5000   0.0344819   0.0161384
                  0     209.258        5000   0.0328368   0.0153708
                  0     209.358        5000   0.0300414   0.0140216
                  0     209.458        5000   0.0304898   0.0142601
                  0     209.558        5000   0.0302791   0.0141474
                  0     209.658        5000   0.0313569    0.014464
                  0     209.758        5000   0.0307144   0.0141212
                  0     209.858        5000   0.0320669   0.0147771
                  0     209.958        5000   0.0275633   0.0127798
                  0     210.058        5000   0.0275667   0.0127812
                  0     210.158        5000   0.0275702   0.0127827
                  0     210.258        5000   0.0305408   0.0141665
                  0     210.358        5000   0.0304586   0.0141272
                  0     210.458        5000   0.0288257   0.0133726
                  0     210.558        5000   0.0285096   0.0132821
                  0     210.659        5000   0.0300904   0.0139954
                  0     210.759        5000    0.031819   0.0148407
                  0     210.859        5000   0.0329148   0.0153534
                  0     210.959        5000   0.0306028   0.0142687
                  0     211.059        5000   0.0299833   0.0139398
                  0     211.159        5000    0.027531   0.0127582
                  0     211.259        5000   0.0275343   0.0127595
                  0     211.359        5000   0.0289524   0.0135147
                  0     211.459        5000   0.0322565   0.0148617
                  0     211.559        5000    0.029463   0.0135285
                  0     211.659        5000   0.0292721   0.0134262
                  0     211.759        5000   0.0275354     0.01276
                  0     211.859        5000   0.0275369   0.0126826
                  0     211.959        5000   0.0275403    0.012684
                  0     212.059        5000   0.0299356    0.013838
                  0     212.159        5000   0.0286349   0.0132296
                  0     212.259        5000    0.026949   0.0123688
                  0     212.359        5000   0.0293454   0.0135734
                  0     212.459        5000    0.029711   0.0136932
                  0     212.559        5000   0.0298616   0.0137646
                  0     212.659        5000   0.0295213   0.0136247
                  0     212.759        5000   0.0310189   0.0143687
                  0     212.859        5000   0.0319405   0.0148015
                  0     212.959        5000   0.0299224   0.0138258
                  0     213.059        5000   0.0302054   0.0139601
                  0     213.159        5000   0.0299893   0.0138343
                  0     213.259        5000   0.0310832   0.0142332
                  0     213.359        5000   0.0313079    0.014351
                  0     213.459        5000   0.0310666   0.0142245
                  0     213.559        5000   0.0303823    0.013971
                  0     213.659        5000   0.0301754   0.0138722
                  0     213.759        5000   0.0298515   0.0137174
                  0     213.859        5000   0.0305944   0.0140974
                  0     213.959        5000   0.0296322   0.0136598
                  0     214.059        5000   0.0317242   0.0146479
                  0     214.159        5000   0.0319588   0.0148078
                  0      214.26        5000   0.0293893   0.0135181
                  0      214.36        5000   0.0283471   0.0131018
                  0      214.46        5000   0.0269691   0.0124523
                  0      214.56        5000   0.0291938   0.0135252
                  0      214.66        5000   0.0294041   0.0136248
                  0      214.76        5000   0.0305118   0.0141886
                  0      214.86        5000   0.0282718   0.0131444
                  0      214.96        5000   0.0269201   0.0124237
                  0      215.06        5000   0.0287133   0.0131214
                  0      215.16        5000   0.0320295   0.0146807
                  0      215.26        5000   0.0323187   0.0148068
                  0      215.36        5000   0.0315182   0.0146071
                  0      215.46        5000   0.0287915   0.0133263
                  0      215.56        5000   0.0283898   0.0131079
                  0      215.66        5000   0.0310543   0.0143895
                  0      215.76        5000   0.0345319   0.0160959
                  0      215.86        5000   0.0317158    0.014844
                  0      215.96        5000   0.0336848   0.0158149
                  0      216.06        5000   0.0330977    0.015424
                  0      216.16        5000   0.0334337   0.0155837
                  0      216.26        5000   0.0333146   0.0155396
                  0      216.36        5000   0.0368195   0.0172538
                  0      216.46        5000   0.0346852   0.0160252
                  0      216.56        5000   0.0322737   0.0148629
                  0      216.66        5000   0.0322572   0.0148547
                  0      216.76        5000   0.0328111   0.0150738
                  0      216.86        5000   0.0361373   0.0165179
                  0      216.96        5000   0.0374992   0.0171744
                  0      217.06        5000   0.0361483   0.0165305
                  0      217.16        5000   0.0341859   0.0157941
                  0      217.26        5000   0.0323983   0.0148848
                  0      217.36        5000   0.0351861   0.0162259
                  0      217.46        5000   0.0343951   0.0158495
                  0      217.56        5000   0.0347516   0.0160705
                  0      217.66        5000   0.0311601   0.0142994
                  0      217.76        5000   0.0308911   0.0142012
                  0     217.861        5000   0.0298901   0.0136673
                  0     217.961        5000   0.0320017   0.0146865
                  0     218.061        5000   0.0333429    0.015317
                  0     218.161        5000   0.0329908   0.0151263
                  0     218.261        5000   0.0323431   0.0148514
                  0     218.361        5000   0.0299482    0.013697
                  0     218.461        5000   0.0305432   0.0139356
                  0     218.561        5000   0.0305483   0.0139377
                  0     218.661        5000   0.0329939   0.0149828
                  0     218.761        5000   0.0320166   0.0145397
                  0     218.861        5000   0.0306251   0.0138766
                  0     218.961        5000   0.0314865   0.0144761
                  0     219.061        5000    0.033669   0.0155294
                  0     219.161        5000   0.0323703   0.0149079
                  0     219.261        5000   0.0329585   0.0153756
                  0     219.361        5000   0.0316667   0.0147624
                  0     219.461        5000   0.0277171   0.0128522
                  0     219.561        5000   0.0283865   0.0132084
                  0     219.661        5000   0.0331563   0.0154652
                  0     219.761        5000   0.0313545   0.0146322
                  0     219.861        5000   0.0315975   0.0147811
                  0     219.961        5000   0.0304515   0.0141801
                  0     220.061        5000   0.0305851   0.0141785
                  0     220.161        5000   0.0282041   0.0130307
                  0     220.261        5000   0.0281978   0.0130269
                  0     220.361        5000   0.0284256   0.0132261
                  0     220.461        5000   0.0287525   0.0131426
                  0     220.561        5000   0.0289624   0.0132538
                  0     220.661        5000    0.032326   0.0148943
                  0     220.761        5000   0.0276826   0.0128304
                  0     220.861        5000   0.0290111   0.0135377
                  0     220.961        5000    0.029198   0.0135644
                  0     221.061        5000   0.0328497   0.0153135
                  0     221.161        5000   0.0328263   0.0153025
                  0     221.261        5000   0.0330724    0.015419
                  0     221.361        5000   0.0306549   0.0143193
                  0     221.462        5000   0.0304138   0.0141352
                  0     221.562        5000   0.0305447   0.0141973
                  0     221.662        5000   0.0303733   0.0140714
                  0     221.762        5000   0.0304673   0.0141157
                  0     221.862        5000    0.031921   0.0148266
                  0     221.962        5000   0.0290185   0.0134368
                  0     222.062        5000   0.0294309   0.0136322
                  0     222.162        5000    0.029709   0.0137643
                  0     222.262        5000   0.0354516   0.0163272
                  0     222.362        5000   0.0332366   0.0152925
                  0     222.462        5000   0.0334531   0.0154056
                  0     222.562        5000   0.0318211     0.01472
                  0     222.662        5000   0.0332102   0.0152142
                  0     222.762        5000   0.0326249   0.0149128
                  0     222.862        5000   0.0365292    0.016801
                  0     222.962        5000    0.036547   0.0168085
                  0     223.062        5000    0.031195   0.0142401
                  0     223.162        5000   0.0301384   0.0137231
                  0     223.262        5000   0.0287208   0.0130464
                  0     223.362        5000   0.0287144   0.0130438
                  0     223.462        5000   0.0293673   0.0133912
                  0     223.562        5000   0.0316763   0.0145042
                  0     223.662        5000   0.0305442   0.0139759
                  0     223.762        5000   0.0288485   0.0131916
                  0     223.862        5000   0.0308803   0.0141732
                  0     223.962        5000    0.031149   0.0143003
                  0     224.062        5000    0.030653   0.0138943
                  0     224.162        5000   0.0308021   0.0139731
                  0     224.262        5000   0.0305977   0.0138636
                  0     224.362        5000   0.0292566    0.013408
                  0     224.462        5000    0.029956   0.0137801
                  0     224.562        5000   0.0331482    0.015324
                  0     224.662        5000    0.032896   0.0152182
                  0     224.762        5000   0.0315953   0.0145441
                  0     224.862        5000   0.0287689   0.0131455
                  0     224.962        5000   0.0298553   0.0136462
                  0     225.063        5000   0.0299508   0.0136965
                  0     225.163        5000   0.0303486   0.0139078
                  0     225.263        5000   0.0293639    0.013461
                  0     225.363        5000   0.0316884   0.0145813
                  0     225.463        5000   0.0317915   0.0146345
                  0     225.563        5000   0.0295431   0.0135548
                  0     225.663        5000    0.029635   0.0136032
                  0     225.763        5000   0.0293187   0.0134341
                  0     225.863        5000   0.0311127   0.0141321
                  0     225.963        5000   0.0313294   0.0142469
                  0     226.063        5000   0.0311225    0.014136
                  0     226.163        5000   0.0293869   0.0134702
                  0     226.263        5000   0.0293913   0.0134719
                  0     226.363        5000   0.0293957   0.0134737
                  0     226.463        5000   0.0319005   0.0146797
                  0     226.563        5000   0.0321916   0.0148554
                  0     226.663        5000   0.0306528    0.014064
                  0     226.763        5000   0.0310816   0.0142918
                  0     226.863        5000   0.0294094   0.0134786
                  0     226.963        5000    0.029414   0.0134804
                  0     227.063        5000    0.030005   0.0137175
                  0     227.163        5000   0.0351668   0.0162024
                  0     227.263        5000   0.0329253   0.0150771
                  0     227.363        5000   0.0300468   0.0136607
                  0     227.463        5000   0.0290154   0.0133905
                  0     227.563        5000   0.0286471   0.0132016
                  0     227.663        5000   0.0304389   0.0138987
                  0     227.763        5000   0.0338154   0.0156001
                  0     227.863        5000    0.034594   0.0159525
                  0     227.963        5000   0.0306031   0.0141987
                  0     228.063        5000   0.0308819   0.0143312
                  0     228.163        5000    0.030636   0.0141961
                  0     228.263        5000   0.0330667   0.0153521
                  0     228.363        5000   0.0326934   0.0151747
                  0     228.463        5000   0.0305307   0.0141306
                  0     228.563        5000   0.0295565   0.0136967
                  0     228.664        5000   0.0317617   0.0147521
                  0     228.764        5000   0.0334945   0.0155938
                  0     228.864        5000   0.0335516   0.0156193
                  0     228.964        5000   0.0295937   0.0137235
                  0     229.064        5000   0.0288454   0.0133458
                  0     229.164        5000    0.026341    0.012128
                  0     229.264        5000   0.0263439   0.0121292
                  0     229.364        5000   0.0279954   0.0130088
                  0     229.464        5000   0.0311473   0.0142739
                  0     229.564        5000   0.0283603   0.0129451
                  0     229.664        5000   0.0287398   0.0131469
                  0     229.764        5000   0.0267394   0.0123402
                  0     229.864        5000    0.027531   0.0126839
                  0     229.964        5000   0.0275344   0.0126853
                  0     230.064        5000   0.0300631   0.0139028
                  0     230.164        5000    0.029042   0.0134615
                  0     230.264        5000   0.0269494   0.0124507
                  0     230.364        5000   0.0295122   0.0137365
                  0     230.464        5000   0.0303946   0.0141378
