[0mroot [8] g4->ApplyCommand("/control/execute materialScan.mac"[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[0m[38;5;83m[1m([0m"/control/execute materialScan.mac"[0m[38;5;83m[1m)
[0m/control/execute materialScan.mac
# Include default setup
#/control/execute jleic.mac
#Theta range: bins, start, span
/control/matScan/theta 1 0 0
#Phi range: bins, start, span
#/control/matScan/phi 1000 163 34
/control/matScan/phi 3600 0 360
#Start scan
/control/matScan/scan

         Theta(deg)    Phi(deg)  Length(mm)          x0     lambda0

                  0     52.5146        5000   0.0303255   0.0139161
                  0     52.6146        5000    0.033339   0.0153645
                  0     52.7146        5000   0.0333866   0.0153995
                  0     52.8147        5000   0.0305746   0.0140474
                  0     52.9147        5000   0.0303453   0.0139247
                  0     53.0147        5000   0.0306351   0.0140786
                  0     53.1148        5000    0.033389   0.0152104
                  0     53.2148        5000   0.0321997   0.0146553
                  0     53.3148        5000   0.0322063   0.0146583
                  0     53.4148        5000   0.0294823   0.0135442
                  0     53.5149        5000   0.0294879   0.0135468
                  0     53.6149        5000   0.0294935   0.0135493
                  0     53.7149        5000   0.0336764   0.0155788
                  0     53.8149        5000   0.0308412   0.0141922
                  0      53.915        5000     0.03195    0.014763
                  0      54.015        5000   0.0334869   0.0154673
                  0      54.115        5000   0.0345578   0.0159759
                  0     54.2151        5000   0.0333904      0.0156
                  0     54.3151        5000    0.032585   0.0152035
                  0     54.4151        5000   0.0333164   0.0155516
                  0     54.5151        5000   0.0303982   0.0141482
                  0     54.6152        5000    0.030468   0.0141813
                  0     54.7152        5000   0.0305187   0.0142054
                  0     54.8152        5000   0.0327392   0.0153088
                  0     54.9153        5000   0.0335352   0.0154746
                  0     55.0153        5000   0.0335344    0.015474
                  0     55.1153        5000   0.0323286   0.0149108
                  0     55.2153        5000   0.0305513   0.0142253
                  0     55.3154        5000   0.0318669   0.0148327
                  0     55.4154        5000   0.0321666   0.0149745
                  0     55.5154        5000   0.0327237   0.0152396
                  0     55.6154        5000   0.0293452   0.0136021
                  0     55.7155        5000   0.0300214   0.0139708
                  0     55.8155        5000   0.0289465   0.0134085
                  0     55.9155        5000   0.0287209   0.0133014
                  0     56.0156        5000   0.0340881   0.0158999
                  0     56.1156        5000    0.032267   0.0150009
                  0     56.2156        5000   0.0344651   0.0160642
                  0     56.3156        5000   0.0299254   0.0138669
                  0     56.4157        5000   0.0292064   0.0135025
                  0     56.5157        5000   0.0292113   0.0135047
                  0     56.6157        5000   0.0296196   0.0137218
                  0     56.7158        5000   0.0300218   0.0137567
                  0     56.8158        5000   0.0308049   0.0141558
                  0     56.9158        5000   0.0306012    0.014059
                  0     57.0158        5000    0.029363   0.0136288
                  0     57.1159        5000   0.0296967   0.0137873
                  0     57.2159        5000   0.0301011     0.01399
                  0     57.3159        5000    0.034212   0.0159395
                  0     57.4159        5000   0.0312873   0.0145331
                  0      57.516        5000   0.0321344   0.0149845
                  0      57.616        5000   0.0311434   0.0144606
                  0      57.716        5000   0.0309937   0.0143891
                  0     57.8161        5000   0.0307545   0.0142751
                  0     57.9161        5000    0.030396   0.0141046
                  0     58.0161        5000   0.0334443   0.0156058
                  0     58.1161        5000   0.0294918   0.0136524
                  0     58.2162        5000   0.0288958   0.0134137
                  0     58.3162        5000   0.0274495    0.012721
                  0     58.4162        5000   0.0281152   0.0130753
                  0     58.5163        5000   0.0294474   0.0135274
                  0     58.6163        5000   0.0322519   0.0148762
                  0     58.7163        5000   0.0294582   0.0135322
                  0     58.8163        5000   0.0281239   0.0130805
                  0     58.9164        5000   0.0285138   0.0132878
                  0     59.0164        5000   0.0308062   0.0144082
                  0     59.1164        5000   0.0347792     0.01632
                  0     59.2164        5000   0.0329615   0.0154801
                  0     59.3165        5000   0.0350403   0.0165037
                  0     59.4165        5000   0.0297392   0.0139388
                  0     59.5165        5000   0.0297981   0.0139697
                  0     59.6166        5000   0.0291705    0.013635
                  0     59.7166        5000   0.0299139   0.0139529
                  0     59.8166        5000   0.0330284   0.0154553
                  0     59.9166        5000   0.0287039   0.0133074
                  0     60.0167        5000   0.0275199   0.0127545
                  0     60.1167        5000    0.027523   0.0127557
                  0     60.2167        5000    0.029562   0.0137731
                  0     60.3168        5000   0.0318862   0.0146906
                  0     60.4168        5000   0.0293243   0.0134568
                  0     60.5168        5000   0.0293182    0.013453
                  0     60.6168        5000   0.0285575   0.0132296
                  0     60.7169        5000   0.0285615   0.0132313
                  0     60.8169        5000   0.0285655    0.013233
                  0     60.9169        5000     0.03456   0.0161144
                  0     61.0169        5000   0.0309796   0.0143957
                  0      61.117        5000   0.0324529   0.0151478
                  0      61.217        5000   0.0313774   0.0145808
                  0      61.317        5000    0.031587   0.0146673
                  0     61.4171        5000   0.0285715   0.0132347
                  0     61.5171        5000   0.0285756   0.0132365
                  0     61.6171        5000    0.030595   0.0142337
                  0     61.7171        5000   0.0275936   0.0127907
                  0     61.8172        5000   0.0275974   0.0127922
                  0     61.9172        5000   0.0306097     0.01424
                  0     62.0172        5000   0.0281866   0.0131053
                  0     62.1173        5000   0.0325783   0.0150911
                  0     62.2173        5000   0.0325012   0.0149947
                  0     62.3173        5000   0.0334846   0.0154407
                  0     62.4173        5000   0.0308099   0.0143287
                  0     62.5174        5000   0.0313412   0.0145807
                  0     62.6174        5000   0.0305005   0.0141825
                  0     62.7174        5000   0.0326403   0.0152278
                  0     62.8174        5000   0.0317918   0.0148625
                  0     62.9175        5000    0.032246   0.0150739
                  0     63.0175        5000   0.0325772   0.0151532
                  0     63.1175        5000   0.0328002   0.0152591
                  0     63.2176        5000   0.0313443   0.0145547
                  0     63.3176        5000   0.0306101   0.0142383
                  0     63.4176        5000   0.0335999   0.0156754
                  0     63.5176        5000   0.0331572   0.0154643
                  0     63.6177        5000   0.0315844   0.0147233
                  0     63.7177        5000   0.0300727   0.0139815
                  0     63.8177        5000   0.0302445   0.0140962
                  0     63.9178        5000   0.0332469   0.0153514
                  0     64.0178        5000   0.0323606   0.0149104
                  0     64.1178        5000   0.0320306   0.0147529
                  0     64.2178        5000   0.0311737   0.0145313
                  0     64.3179        5000   0.0276271    0.012803
                  0     64.4179        5000   0.0276312   0.0128047
                  0     64.5179        5000   0.0306161   0.0142394
                  0     64.6179        5000   0.0282295   0.0130448
                  0      64.718        5000   0.0291747   0.0135478
                  0      64.818        5000   0.0279072    0.012872
                  0      64.918        5000   0.0269218   0.0124248
                  0     65.0181        5000   0.0269249    0.012426
                  0     65.1181        5000   0.0281574   0.0129915
                  0     65.2181        5000   0.0332584   0.0154243
